seconds,scenario_count,binary_cells,separation_rounds,solver_status,relative_gap,relaxed_objective,direction_feasible_objective,date,scenario_expected_emergency_cost,scenario_mean_final_soc,max_direction_violation_kwh,method
0.5029495999988285,21,0,0,0,0.0028819325260658,42777.29926654753,42900.93687191741,2025-10-22,481.5510944120712,4117.596396888739,1.1368683772161605e-13,fixed_direction_LP_with_global_relaxation_bound
0.5770581000033417,21,0,0,0,0.0023872798336179,43237.61525544124,43341.08254777471,2025-10-23,404.2102994926078,3971.039649012168,1.1368683772161605e-13,fixed_direction_LP_with_global_relaxation_bound
0.5288838999986183,21,0,0,0,0.0023749187935462,43087.31524124097,43189.88771727187,2025-10-24,405.30990573167065,3874.2232238621623,1.1368683772161605e-13,fixed_direction_LP_with_global_relaxation_bound
0.4902080000028945,21,0,0,0,0.0024742288767742,39900.67379759558,39999.64206705853,2025-10-25,394.7122612397085,3872.803749538937,4.5297099404706393e-14,fixed_direction_LP_with_global_relaxation_bound
0.4801764000003459,21,0,0,0,0.0024782146933906,40244.11957831494,40344.1009220115,2025-10-26,389.482134560177,3824.850031465251,1.1368683772161605e-13,fixed_direction_LP_with_global_relaxation_bound
0.5522029000057955,21,0,0,0,0.0024176976580298,43924.39015565357,44030.84342267766,2025-10-27,398.8146538811022,3782.566636619556,1.1368683772161605e-13,fixed_direction_LP_with_global_relaxation_bound
0.5638088999985484,21,0,0,0,0.0024236031395261,44107.284125571976,44214.44238695339,2025-10-28,389.9565549188348,3749.85882851993,1.1368683772161605e-13,fixed_direction_LP_with_global_relaxation_bound
0.5371152000006987,21,0,0,0,0.0024295086390941,43935.14919828515,44042.149982151066,2025-10-29,395.0630717444882,3736.3132500630495,1.1368683772161605e-13,fixed_direction_LP_with_global_relaxation_bound
0.4789696000007097,21,0,0,0,0.0023351186820435,44652.45301660684,44756.96584370005,2025-10-30,484.2724241475861,3734.09840610705,1.1368683772161605e-13,fixed_direction_LP_with_global_relaxation_bound
0.5533024000033038,21,0,0,0,0.0023479043920151,44627.96655600893,44732.9953522645,2025-10-31,474.1840435471161,3749.263166327431,1.1368683772161605e-13,fixed_direction_LP_with_global_relaxation_bound
0.566491199999291,21,0,0,0,0.0023546171841525,41364.38999236963,41462.01717048889,2025-11-01,445.4596814717983,3740.948033985195,1.1368683772161605e-13,fixed_direction_LP_with_global_relaxation_bound
0.5400498999952106,21,0,0,0,0.0024921728525113,41683.24425135329,41787.38563942128,2025-11-02,460.8538200604532,3748.0792390546794,4.973799150320701e-14,fixed_direction_LP_with_global_relaxation_bound
0.5019859000021825,21,0,0,0,0.0022749836424901,46036.69354709993,46141.66508039509,2025-11-03,468.3245351758165,3738.649369651851,1.1368683772161605e-13,fixed_direction_LP_with_global_relaxation_bound
0.4728032999992138,21,0,0,0,0.0022796583154554,46486.72207725845,46592.93805593917,2025-11-04,455.83528211536185,3741.533396035461,1.1368683772161605e-13,fixed_direction_LP_with_global_relaxation_bound
0.5589703000005102,21,0,0,0,0.0027102579560698,46750.21033816715,46877.25980451108,2025-11-05,447.78945498020266,3753.759805999272,1.1368683772161605e-13,fixed_direction_LP_with_global_relaxation_bound
0.5711034000050859,21,0,0,0,0.004114920330213,46469.73320177748,46661.74255485964,2025-11-06,832.1109408998564,3755.0147260084937,1.1368683772161605e-13,fixed_direction_LP_with_global_relaxation_bound
0.4913988999978755,21,0,0,0,0.003691079064443,46888.76326278288,47062.47457741646,2025-11-07,654.2764512535628,3798.28440911592,1.1368683772161605e-13,fixed_direction_LP_with_global_relaxation_bound
0.4738765000001876,21,0,0,0,0.003977896029174,42977.58302771353,43149.22616312978,2025-11-08,674.8235713977384,3798.644183464629,1.1368683772161605e-13,fixed_direction_LP_with_global_relaxation_bound
0.5122408999959589,21,0,0,0,0.0038956217725067,43163.4022838441,43332.20817747105,2025-11-09,676.5297948108697,3794.0264154752094,1.1368683772161605e-13,fixed_direction_LP_with_global_relaxation_bound
0.5077766999966116,21,0,0,0,0.0036991148890231,47157.37019248763,47332.4583940672,2025-11-10,519.0850434844027,3798.241592389422,1.1368683772161605e-13,fixed_direction_LP_with_global_relaxation_bound
0.6049588000023505,21,0,0,0,0.003610590585903,47814.80479572428,47988.07006975379,2025-11-11,438.54089545852565,3766.3321492567393,1.1368683772161605e-13,fixed_direction_LP_with_global_relaxation_bound
0.545952300002682,21,0,0,0,0.0052782674732742,48013.63511265146,48268.408684195965,2025-11-12,741.1883970439036,3774.973024376185,1.1368683772161605e-13,fixed_direction_LP_with_global_relaxation_bound
0.5511857999954373,21,0,0,0,0.0042212086773547,47972.310330549975,48175.66988631145,2025-11-13,1134.1982204078795,3726.4464429824175,1.1368683772161605e-13,fixed_direction_LP_with_global_relaxation_bound
0.6058822999984841,21,0,0,0,0.0042081232498304,48141.82814810632,48345.27100705044,2025-11-14,1068.6458023679304,3716.851278331672,1.1368683772161605e-13,fixed_direction_LP_with_global_relaxation_bound
0.5275382000036188,21,0,0,0,0.0040993812865483,44602.34061792939,44785.93524276414,2025-11-15,1108.1433677465632,3757.539447809388,1.1368683772161605e-13,fixed_direction_LP_with_global_relaxation_bound
0.5872698000021046,21,0,0,0,0.0040747392661949,45233.424720317205,45418.49323812601,2025-11-16,1122.9585511958403,3730.240122994447,1.1368683772161605e-13,fixed_direction_LP_with_global_relaxation_bound
0.5737376999968546,21,0,0,0,0.003888394104032,49542.04467740824,49735.43565215956,2025-11-17,1051.3270295798677,3801.794835983662,1.1368683772161605e-13,fixed_direction_LP_with_global_relaxation_bound
0.5552822000026936,21,0,0,0,0.0039217208858191,49165.38723211012,49358.95929367442,2025-11-18,1043.862320122582,3810.731506745489,1.1368683772161605e-13,fixed_direction_LP_with_global_relaxation_bound
0.6144428000043263,21,0,0,0,0.0038687433109634,49622.20521433972,49814.926377549,2025-11-19,1041.2334013446025,3812.5098301119488,1.1368683772161605e-13,fixed_direction_LP_with_global_relaxation_bound
0.5525761999961105,21,0,0,0,0.0019882158788284,49744.275264509975,49843.37465345036,2025-11-20,562.7612558669183,3802.3512399124793,1.1368683772161605e-13,fixed_direction_LP_with_global_relaxation_bound
0.5755274999974063,21,0,0,0,0.0020025391327359,49898.49236130056,49998.616547519625,2025-11-21,564.4043499225921,3794.991363634341,1.1368683772161605e-13,fixed_direction_LP_with_global_relaxation_bound
