date,same_plan_initial_soc_kwh,settlement_cost,ldr_emergency_cost,beta1_emergency_cost,beta0_emergency_cost,ldr_total_cost,beta1_total_cost,beta0_total_cost
2025-07-09,3187.6180222162457,58824.39425251878,595.6297136999993,795.2944727595639,595.6297136999993,59420.02396621878,59619.68872527834,59420.02396621878
2025-07-10,3443.7269549940247,56512.673735217424,381.4737135250002,1073.5294662503852,381.4737135250002,56894.14744874243,57586.20320146781,56894.14744874243
2025-07-11,3148.7884455495796,31051.29579565482,0.0,0.0,0.0,31051.29579565482,31051.29579565482,31051.29579565482
2025-07-12,3472.9949706084185,29817.852630293168,0.0,0.0,0.0,29817.852630293168,29817.852630293168,29817.852630293168
2025-07-13,3239.4249744894882,58138.107511517715,792.8347038833351,957.9401488851197,792.8347038833351,58930.94221540105,59096.04766040284,58930.94221540105
2025-07-14,3423.0713518518523,55796.156121008484,160.01874073333354,344.05338744144785,160.01874073333354,55956.17486174182,56140.20950844993,55956.17486174182
2025-07-15,3342.780510897235,57409.185656586546,122.77261240000001,327.99917541477646,122.77261240000001,57531.95826898654,57737.18483200132,57531.95826898654
2025-07-16,3773.0816155555567,56526.57817311975,696.7782267416667,1203.5278888005832,696.7782267416667,57223.35639986142,57730.106061920334,57223.35639986142
2025-07-17,3466.738900925926,55803.639975812825,426.39501548859596,705.6602194675864,198.31715333333315,56230.03499130142,56509.30019528041,56001.957129146154
2025-07-18,3716.9263508834006,30818.12955579918,0.0,238.481192958305,0.0,30818.12955579918,31056.610748757485,30818.12955579918
2025-07-19,3570.583593762615,31025.13868250634,0.0,0.0,0.0,31025.13868250634,31025.13868250634,31025.13868250634
